,Ticker,Parametro Utilizado,Resultado 12 meses,Resultado 3 meses,Total de operações,Operações vencedoras,Operações perdedoras,Operações vencedoras(%),Operações Perdedoras(%),Maior DD da operação,Maior ganho da operação,Lucro Médio
2023-01-18,SOJA3.SA,-0.7,2.83,0.42,71,41,30,57.75,42.25,-13.01,3.9,0.0
2023-01-18,SOJA3.SA,-0.8,12.31,5.92,69,40,29,57.97,42.03,-12.85,3.98,0.07
2023-01-18,SOJA3.SA,-0.9,14.08,1.46,63,35,28,55.56,44.44,-12.77,3.72,0.02
2023-01-18,SOJA3.SA,-1.0,19.24,3.63,61,35,26,57.38,42.62,-12.69,3.64,0.04
2023-01-18,SOJA3.SA,-1.1,22.55,4.8,60,34,26,56.67,43.33,-12.6,3.74,0.05
2023-01-18,SOJA3.SA,-1.2,16.57,9.06,57,33,24,57.89,42.11,-12.44,3.93,0.1
2023-01-18,SOJA3.SA,-1.3,17.12,10.82,55,31,24,56.36,43.64,-12.36,4.03,0.12
2023-01-18,SOJA3.SA,-1.4,19.0,10.07,50,28,22,56.0,44.0,-12.27,4.12,0.11
2023-01-18,SOJA3.SA,-1.5,21.16,9.61,48,27,21,56.25,43.75,-12.19,3.81,0.11
2023-01-18,SOJA3.SA,-1.6,20.78,12.29,46,26,20,56.52,43.48,-12.11,3.9,0.14
2023-01-18,SOJA3.SA,-1.7,21.68,13.04,43,24,19,55.81,44.19,-11.94,4.0,0.14
2023-01-18,SOJA3.SA,-1.8,23.56,15.2,40,24,16,60.0,40.0,-11.86,4.1,0.17
2023-01-18,SOJA3.SA,-1.9,25.04,16.35,41,25,16,60.98,39.02,-11.78,4.19,0.18
2023-01-18,SOJA3.SA,-2.0,13.02,12.41,36,21,15,58.33,41.67,-11.7,4.29,0.14
2023-01-18,SOJA3.SA,-2.1,10.78,8.82,32,18,14,56.25,43.75,-11.61,4.38,0.1
2023-01-18,SOJA3.SA,-2.2,17.74,10.63,30,18,12,60.0,40.0,-11.45,4.48,0.12
2023-01-18,SOJA3.SA,-2.3,14.9,8.28,28,17,11,60.71,39.29,-11.37,4.57,0.09
2023-01-18,SOJA3.SA,-2.4,11.13,3.57,25,14,11,56.0,44.0,-11.29,4.67,0.04
2023-01-18,SOJA3.SA,-2.5,0.22,1.19,24,13,11,54.17,45.83,-11.2,4.59,0.01
2023-01-18,SOJA3.SA,-2.6,0.15,-1.34,21,10,11,47.62,52.38,-11.04,4.74,-0.01
2023-01-18,SOJA3.SA,-2.7,6.05,0.72,20,10,10,50.0,50.0,-10.96,4.81,0.01
2023-01-18,SOJA3.SA,-2.8,10.55,2.66,20,10,10,50.0,50.0,-10.87,4.89,0.03
2023-01-18,SOJA3.SA,-2.9,8.27,-2.3,17,8,9,47.06,52.94,-10.79,4.6,-0.03
2023-01-18,SOJA3.SA,-3.0,8.8,-1.97,17,8,9,47.06,52.94,-10.71,4.7,-0.02
2023-01-18,SOJA3.SA,-3.1,8.61,-0.18,16,8,8,50.0,50.0,-10.54,4.81,-0.0
2023-01-18,SOJA3.SA,-3.2,10.01,1.61,17,9,8,52.94,47.06,-10.46,4.91,0.02
2023-01-18,SOJA3.SA,-3.3,8.42,2.12,14,8,6,57.14,42.86,-10.38,5.02,0.02
2023-01-18,SOJA3.SA,-3.4,6.83,-0.45,15,9,6,60.0,40.0,-10.3,5.12,-0.01
2023-01-18,SOJA3.SA,-3.5,2.08,-2.82,13,7,6,53.85,46.15,-10.21,5.12,-0.03
2023-01-18,SOJA3.SA,-3.6,2.45,-4.18,11,5,6,45.45,54.55,-10.05,5.22,-0.05
2023-01-18,SOJA3.SA,-3.7,4.17,-3.08,11,5,6,45.45,54.55,-9.97,5.33,-0.03
2023-01-18,SOJA3.SA,-3.8,5.55,-2.93,10,4,6,40.0,60.0,-9.88,5.43,-0.03
2023-01-18,SOJA3.SA,-3.9,3.83,-1.9,10,4,6,40.0,60.0,-9.8,5.54,-0.02
2023-01-18,SOJA3.SA,-4.0,5.38,-0.84,9,4,5,44.44,55.56,-9.64,5.64,-0.01
2023-01-18,SOMA3.SA,-0.5,33.54,7.11,81,34,47,41.98,58.02,-5.3,7.73,0.08
2023-01-18,SOMA3.SA,-0.6,43.3,11.66,77,33,44,42.86,57.14,-5.2,7.82,0.13
2023-01-18,SOMA3.SA,-0.7,44.18,19.35,81,37,44,45.68,54.32,-5.11,7.91,0.21
2023-01-18,SOMA3.SA,-0.8,38.37,6.33,75,33,42,44.0,56.0,-5.01,7.61,0.07
2023-01-18,SOMA3.SA,-0.9,52.03,6.73,72,33,39,45.83,54.17,-4.91,7.72,0.07
2023-01-18,SOMA3.SA,-1.0,52.09,11.83,73,36,37,49.32,50.68,-4.82,7.82,0.13
2023-01-18,SOMA3.SA,-1.1,56.59,14.73,71,37,34,52.11,47.89,-4.72,7.93,0.16
2023-01-18,SOMA3.SA,-1.2,64.66,19.62,71,38,33,53.52,46.48,-4.62,8.04,0.22
2023-01-18,SOMA3.SA,-1.3,47.9,10.41,68,36,32,52.94,47.06,-4.53,8.15,0.12
2023-01-18,SOMA3.SA,-1.4,58.42,17.14,67,36,31,53.73,46.27,-4.34,8.25,0.19
2023-01-18,SOMA3.SA,-1.5,54.11,23.91,66,37,29,56.06,43.94,-4.24,8.36,0.27
2023-01-18,SOMA3.SA,-1.6,57.59,26.64,64,36,28,56.25,43.75,-4.14,8.47,0.3
2023-01-18,SOMA3.SA,-1.7,42.59,14.11,60,33,27,55.0,45.0,-4.05,8.57,0.16
2023-01-18,SOMA3.SA,-1.8,49.17,10.54,58,31,27,53.45,46.55,-3.95,8.68,0.12
2023-01-18,SOMA3.SA,-1.9,48.06,4.56,54,27,27,50.0,50.0,-3.85,8.79,0.05
2023-01-18,SOMA3.SA,-2.0,44.12,4.31,50,24,26,48.0,52.0,-3.76,8.9,0.05
2023-01-18,SOMA3.SA,-2.1,40.14,5.47,49,23,26,46.94,53.06,-3.66,9.0,0.06
2023-01-18,SOMA3.SA,-2.2,48.5,6.85,47,22,25,46.81,53.19,-3.56,9.11,0.08
2023-01-18,SOMA3.SA,-2.3,52.92,9.33,46,21,25,45.65,54.35,-3.47,9.11,0.1
2023-01-18,SOMA3.SA,-2.4,58.74,10.73,43,20,23,46.51,53.49,-3.37,9.22,0.12
2023-01-18,SOMA3.SA,-2.5,62.11,13.24,41,20,21,48.78,51.22,-3.28,9.32,0.15
2023-01-18,SOMA3.SA,-2.6,51.21,6.85,40,20,20,50.0,50.0,-3.18,4.07,0.08
2023-01-18,SOMA3.SA,-2.7,58.87,9.81,40,21,19,52.5,47.5,-3.08,4.24,0.11
2023-01-18,SOMA3.SA,-2.8,61.73,11.94,38,20,18,52.63,47.37,-2.99,4.33,0.13
2023-01-18,SOMA3.SA,-2.9,66.08,15.23,37,19,18,51.35,48.65,-2.89,4.42,0.17
2023-01-18,SOMA3.SA,-3.0,65.85,17.23,32,19,13,59.38,40.62,-2.79,4.51,0.19
2023-01-18,SOMA3.SA,-3.1,61.03,20.51,36,23,13,63.89,36.11,-2.7,4.6,0.23
2023-01-18,SOMA3.SA,-3.2,64.69,20.85,34,22,12,64.71,35.29,-2.6,4.69,0.23
2023-01-18,SOMA3.SA,-3.3,68.92,21.49,34,22,12,64.71,35.29,-2.5,4.77,0.24
2023-01-18,SOMA3.SA,-3.4,71.14,22.88,32,20,12,62.5,37.5,-2.41,4.86,0.25
2023-01-18,SOMA3.SA,-3.5,68.15,21.32,29,18,11,62.07,37.93,-2.31,5.04,0.24
2023-01-18,SOMA3.SA,-3.6,63.88,23.68,28,18,10,64.29,35.71,-2.22,5.13,0.26
2023-01-18,SOMA3.SA,-3.7,63.25,24.7,27,17,10,62.96,37.04,-2.12,5.22,0.27
2023-01-18,SOMA3.SA,-3.8,62.47,24.4,26,16,10,61.54,38.46,-2.02,5.31,0.27
2023-01-18,SOMA3.SA,-3.9,63.38,26.3,24,15,9,62.5,37.5,-1.93,5.39,0.29
2023-01-18,SOMA3.SA,-4.0,59.02,28.65,23,15,8,65.22,34.78,-1.73,5.48,0.32
2023-01-18,SQIA3.SA,-0.5,16.42,0.4,78,37,41,47.44,52.56,-7.94,5.79,0.0
2023-01-18,SQIA3.SA,-0.6,26.41,0.09,76,36,40,47.37,52.63,-7.89,5.91,0.0
2023-01-18,SQIA3.SA,-0.7,17.03,-1.67,73,34,39,46.58,53.42,-7.79,5.97,-0.02
2023-01-18,SQIA3.SA,-0.8,27.75,2.15,72,35,37,48.61,51.39,-7.68,6.1,0.02
2023-01-18,SQIA3.SA,-0.9,36.86,0.84,69,34,35,49.28,50.72,-7.57,6.16,0.01
2023-01-18,SQIA3.SA,-1.0,31.94,2.24,65,31,34,47.69,52.31,-7.47,6.29,0.02
2023-01-18,SQIA3.SA,-1.1,29.38,-1.51,62,28,34,45.16,54.84,-7.36,6.35,-0.02
2023-01-18,SQIA3.SA,-1.2,33.03,-0.36,59,27,32,45.76,54.24,-7.26,6.48,-0.0
2023-01-18,SQIA3.SA,-1.3,37.85,1.49,57,27,30,47.37,52.63,-7.15,6.6,0.02
2023-01-18,SQIA3.SA,-1.4,41.89,2.28,56,27,29,48.21,51.79,-7.05,6.67,0.03
2023-01-18,SQIA3.SA,-1.5,33.82,-3.75,49,23,26,46.94,53.06,-6.94,6.79,-0.04
2023-01-18,SQIA3.SA,-1.6,44.25,-0.85,50,26,24,52.0,48.0,-6.89,6.86,-0.01
2023-01-18,SQIA3.SA,-1.7,47.05,2.09,48,25,23,52.08,47.92,-6.79,6.98,0.02
2023-01-18,SQIA3.SA,-1.8,52.05,4.59,46,25,21,54.35,45.65,-6.68,7.11,0.05
2023-01-18,SQIA3.SA,-1.9,47.5,8.89,46,26,20,56.52,43.48,-6.58,7.17,0.1
2023-01-18,SQIA3.SA,-2.0,51.64,12.97,44,25,19,56.82,43.18,-6.47,7.3,0.14
2023-01-18,SQIA3.SA,-2.1,52.18,17.54,44,27,17,61.36,38.64,-6.37,7.36,0.19
2023-01-18,SQIA3.SA,-2.2,48.26,21.54,44,28,16,63.64,36.36,-6.26,7.48,0.24
2023-01-18,SQIA3.SA,-2.3,48.11,23.5,42,26,16,61.9,38.1,-6.15,7.61,0.26
2023-01-18,SQIA3.SA,-2.4,45.31,19.79,36,20,16,55.56,44.44,-6.05,7.67,0.22
2023-01-18,SQIA3.SA,-2.5,37.06,10.33,33,17,16,51.52,48.48,-5.94,5.08,0.11
2023-01-18,SQIA3.SA,-2.6,31.17,13.57,33,17,16,51.52,48.48,-5.89,5.15,0.15
2023-01-18,SQIA3.SA,-2.7,26.83,8.5,29,14,15,48.28,51.72,-5.79,5.29,0.09
2023-01-18,SQIA3.SA,-2.8,16.7,2.74,25,11,14,44.0,56.0,-5.68,5.35,0.03
2023-01-18,SQIA3.SA,-2.9,13.91,0.46,22,9,13,40.91,59.09,-5.58,5.49,0.01
2023-01-18,SQIA3.SA,-3.0,10.98,2.63,22,10,12,45.45,54.55,-5.47,5.56,0.03
2023-01-18,SQIA3.SA,-3.1,3.81,4.89,22,10,12,45.45,54.55,-5.37,5.7,0.05
2023-01-18,SQIA3.SA,-3.2,1.29,-0.38,18,7,11,38.89,61.11,-5.26,5.77,-0.0
2023-01-18,SQIA3.SA,-3.3,5.58,1.04,18,7,11,38.89,61.11,-5.16,5.84,0.01
2023-01-18,SQIA3.SA,-3.4,0.7,-3.07,15,6,9,40.0,60.0,-5.05,2.86,-0.03
2023-01-18,SQIA3.SA,-3.5,3.25,-2.69,16,7,9,43.75,56.25,-4.94,2.92,-0.03
2023-01-18,SQIA3.SA,-3.6,6.35,-1.64,15,6,9,40.0,60.0,-4.89,3.05,-0.02
2023-01-18,SQIA3.SA,-3.7,0.91,-2.48,13,5,8,38.46,61.54,-4.79,3.17,-0.03
2023-01-18,SQIA3.SA,-3.8,-1.28,-1.12,13,5,8,38.46,61.54,-4.68,3.23,-0.01
2023-01-18,SQIA3.SA,-3.9,-5.43,-0.43,10,5,5,50.0,50.0,-4.58,3.36,-0.0
2023-01-18,SQIA3.SA,-4.0,-5.63,0.05,9,5,4,55.56,44.44,-4.47,3.42,0.0
2023-01-18,SSFO34.SA,-0.5,-87.19,-20.45,67,32,35,47.76,52.24,-8.29,4.34,-0.23
2023-01-18,SSFO34.SA,-0.6,-77.25,-20.66,65,31,34,47.69,52.31,-8.21,4.27,-0.23
2023-01-18,SSFO34.SA,-0.7,-75.76,-15.15,64,31,33,48.44,51.56,-8.1,4.38,-0.17
2023-01-18,SSFO34.SA,-0.8,-68.95,-12.77,61,29,32,47.54,52.46,-8.0,4.47,-0.14
2023-01-18,SSFO34.SA,-0.9,-68.57,-12.96,57,25,32,43.86,56.14,-7.89,4.58,-0.14
2023-01-18,SSFO34.SA,-1.0,-72.9,-19.24,52,22,30,42.31,57.69,-7.81,3.87,-0.21
2023-01-18,SSFO34.SA,-1.1,-65.73,-16.92,50,22,28,44.0,56.0,-7.7,3.96,-0.19
2023-01-18,SSFO34.SA,-1.2,-57.11,-13.02,50,23,27,46.0,54.0,-7.6,4.08,-0.14
2023-01-18,SSFO34.SA,-1.3,-52.42,-9.61,48,23,25,47.92,52.08,-7.49,4.17,-0.11
2023-01-18,SSFO34.SA,-1.4,-44.01,-9.31,45,21,24,46.67,53.33,-7.41,3.41,-0.1
2023-01-18,SSFO34.SA,-1.5,-40.11,-12.29,41,19,22,46.34,53.66,-7.3,3.51,-0.14
2023-01-18,SSFO34.SA,-1.6,-40.27,-13.35,38,16,22,42.11,57.89,-7.19,3.09,-0.15
2023-01-18,SSFO34.SA,-1.7,-35.81,-13.1,36,15,21,41.67,58.33,-7.09,3.09,-0.15
2023-01-18,SSFO34.SA,-1.8,-30.53,-13.03,33,13,20,39.39,60.61,-7.01,3.19,-0.14
2023-01-18,SSFO34.SA,-1.9,-24.58,-10.43,32,13,19,40.62,59.38,-6.9,3.29,-0.12
2023-01-18,SSFO34.SA,-2.0,-19.51,-7.2,32,14,18,43.75,56.25,-6.79,3.38,-0.08
2023-01-18,SSFO34.SA,-2.1,-22.02,-13.77,28,10,18,35.71,64.29,-6.69,3.21,-0.15
2023-01-18,SSFO34.SA,-2.2,-21.24,-10.99,28,11,17,39.29,60.71,-6.61,3.31,-0.12
2023-01-18,SSFO34.SA,-2.3,-18.09,-8.47,27,12,15,44.44,55.56,-6.5,3.4,-0.09
2023-01-18,SSFO34.SA,-2.4,-11.4,-7.4,24,12,12,50.0,50.0,-6.39,3.5,-0.08
2023-01-18,SSFO34.SA,-2.5,-6.16,-7.13,23,12,11,52.17,47.83,-6.31,3.6,-0.08
2023-01-18,SSFO34.SA,-2.6,-9.45,-5.92,23,12,11,52.17,47.83,-6.2,3.7,-0.07
2023-01-18,SSFO34.SA,-2.7,-9.88,-10.5,19,8,11,42.11,57.89,-6.1,2.18,-0.12
2023-01-18,SSFO34.SA,-2.8,-6.83,-9.36,14,7,7,50.0,50.0,-5.99,2.27,-0.1
2023-01-18,SSFO34.SA,-2.9,-0.63,-7.82,16,9,7,56.25,43.75,-5.91,2.39,-0.09
2023-01-18,SSFO34.SA,-3.0,0.45,-8.72,12,6,6,50.0,50.0,-5.8,2.48,-0.1
2023-01-18,SSFO34.SA,-3.1,1.64,-7.42,13,7,6,53.85,46.15,-5.7,2.56,-0.08
2023-01-18,SSFO34.SA,-3.2,2.7,-7.72,11,7,4,63.64,36.36,-5.59,2.68,-0.09
2023-01-18,SSFO34.SA,-3.3,-3.05,-6.7,11,7,4,63.64,36.36,-5.51,2.77,-0.07
2023-01-18,SSFO34.SA,-3.4,1.31,-5.56,11,7,4,63.64,36.36,-5.4,2.88,-0.06
2023-01-18,SSFO34.SA,-3.5,-0.33,-5.13,10,6,4,60.0,40.0,-5.3,2.97,-0.06
2023-01-18,SSFO34.SA,-3.6,-3.09,-7.24,9,5,4,55.56,44.44,-5.19,1.23,-0.08
2023-01-18,SSFO34.SA,-3.7,-7.06,-7.28,8,4,4,50.0,50.0,-5.11,1.32,-0.08
2023-01-18,SSFO34.SA,-3.8,-6.1,-6.39,8,4,4,50.0,50.0,-5.0,1.45,-0.07
2023-01-18,SSFO34.SA,-3.9,-6.46,-5.63,8,4,4,50.0,50.0,-4.89,1.54,-0.06
2023-01-18,SSFO34.SA,-4.0,-4.02,-4.82,8,4,4,50.0,50.0,-4.79,1.63,-0.05
2023-01-18,STBP3.SA,-0.5,47.57,20.39,78,45,33,57.69,42.31,-9.55,7.28,0.23
2023-01-18,STBP3.SA,-0.6,56.35,25.61,76,45,31,59.21,40.79,-9.43,7.28,0.28
2023-01-18,STBP3.SA,-0.7,56.31,21.64,73,42,31,57.53,42.47,-9.32,7.41,0.24
2023-01-18,STBP3.SA,-0.8,61.16,27.67,71,41,30,57.75,42.25,-9.2,7.55,0.31
2023-01-18,STBP3.SA,-0.9,67.59,30.03,69,40,29,57.97,42.03,-9.09,7.68,0.33
2023-01-18,STBP3.SA,-1.0,71.0,33.15,67,38,29,56.72,43.28,-8.98,7.68,0.37
2023-01-18,STBP3.SA,-1.1,60.41,31.38,66,37,29,56.06,43.94,-8.86,7.82,0.35
2023-01-18,STBP3.SA,-1.2,63.47,34.34,63,36,27,57.14,42.86,-8.75,7.95,0.38
2023-01-18,STBP3.SA,-1.3,47.09,22.96,60,33,27,55.0,45.0,-8.75,6.25,0.26
2023-01-18,STBP3.SA,-1.4,39.98,18.11,53,28,25,52.83,47.17,-8.64,6.39,0.2
2023-01-18,STBP3.SA,-1.5,32.37,15.04,50,25,25,50.0,50.0,-8.52,6.53,0.17
2023-01-18,STBP3.SA,-1.6,32.27,15.72,48,23,25,47.92,52.08,-8.41,6.67,0.17
2023-01-18,STBP3.SA,-1.7,29.15,10.97,44,21,23,47.73,52.27,-8.3,6.67,0.12
2023-01-18,STBP3.SA,-1.8,24.02,4.61,43,21,22,48.84,51.16,-8.18,6.27,0.05
2023-01-18,STBP3.SA,-1.9,25.2,0.7,41,20,21,48.78,51.22,-8.07,5.62,0.01
2023-01-18,STBP3.SA,-2.0,22.88,1.38,41,20,21,48.78,51.22,-7.95,5.76,0.02
2023-01-18,STBP3.SA,-2.1,22.18,-3.02,37,17,20,45.95,54.05,-7.95,4.6,-0.03
2023-01-18,STBP3.SA,-2.2,29.89,1.0,35,17,18,48.57,51.43,-7.84,4.72,0.01
2023-01-18,STBP3.SA,-2.3,31.96,0.54,32,15,17,46.88,53.12,-7.73,4.83,0.01
2023-01-18,STBP3.SA,-2.4,35.7,1.46,32,15,17,46.88,53.12,-7.61,4.83,0.02
2023-01-18,STBP3.SA,-2.5,35.9,2.46,30,14,16,46.67,53.33,-7.5,4.95,0.03
2023-01-18,STBP3.SA,-2.6,39.73,5.75,31,15,16,48.39,51.61,-7.39,5.07,0.06
2023-01-18,STBP3.SA,-2.7,43.48,9.05,28,15,13,53.57,46.43,-7.27,5.19,0.1
2023-01-18,STBP3.SA,-2.8,41.33,5.72,25,14,11,56.0,44.0,-7.16,5.31,0.06
2023-01-18,STBP3.SA,-2.9,41.18,8.39,25,15,10,60.0,40.0,-7.05,5.42,0.09
2023-01-18,STBP3.SA,-3.0,36.06,6.47,26,16,10,61.54,38.46,-7.05,5.42,0.07
2023-01-18,STBP3.SA,-3.1,26.69,-0.21,20,11,9,55.0,45.0,-6.93,5.54,-0.0
2023-01-18,STBP3.SA,-3.2,29.12,1.94,19,12,7,63.16,36.84,-6.82,5.66,0.02
2023-01-18,STBP3.SA,-3.3,29.28,4.16,18,12,6,66.67,33.33,-6.7,5.78,0.05
2023-01-18,STBP3.SA,-3.4,28.66,5.9,19,13,6,68.42,31.58,-6.59,5.9,0.07
2023-01-18,STBP3.SA,-3.5,30.6,7.89,20,14,6,70.0,30.0,-6.48,6.01,0.09
2023-01-18,STBP3.SA,-3.6,26.25,3.37,16,10,6,62.5,37.5,-6.36,6.13,0.04
2023-01-18,STBP3.SA,-3.7,16.79,2.71,14,8,6,57.14,42.86,-6.25,6.13,0.03
2023-01-18,STBP3.SA,-3.8,15.13,2.66,13,7,6,53.85,46.15,-6.25,6.25,0.03
2023-01-18,STBP3.SA,-3.9,11.02,-2.44,12,6,6,50.0,50.0,-6.14,5.51,-0.03
2023-01-18,STBP3.SA,-4.0,4.77,-6.95,11,5,6,45.45,54.55,-6.02,3.53,-0.08
2022-12-23,SULA11.SA,-0.5,10.73,-3.01,80,39,41,48.75,51.25,-7.06,6.7,-0.03
2022-12-23,SULA11.SA,-0.6,15.11,-3.66,79,40,39,50.63,49.37,-6.97,6.81,-0.04
2022-12-23,SULA11.SA,-0.7,14.0,0.43,78,39,39,50.0,50.0,-6.85,6.92,0.0
2022-12-23,SULA11.SA,-0.8,14.44,1.52,76,37,39,48.68,51.32,-6.76,6.98,0.02
2022-12-23,SULA11.SA,-0.9,10.78,3.45,75,38,37,50.67,49.33,-6.68,7.09,0.04
2022-12-23,SULA11.SA,-1.0,6.74,5.17,71,34,37,47.89,52.11,-6.55,7.2,0.06
2022-12-23,SULA11.SA,-1.1,8.46,1.61,68,31,37,45.59,54.41,-6.47,7.31,0.02
2022-12-23,SULA11.SA,-1.2,10.62,-0.33,64,27,37,42.19,57.81,-6.34,7.42,-0.0
2022-12-23,SULA11.SA,-1.3,2.78,0.27,62,26,36,41.94,58.06,-6.26,7.48,0.0
2022-12-23,SULA11.SA,-1.4,2.42,0.25,58,25,33,43.1,56.9,-6.17,7.59,0.0
2022-12-23,SULA11.SA,-1.5,6.45,1.4,56,23,33,41.07,58.93,-6.05,7.7,0.02
2022-12-23,SULA11.SA,-1.6,7.32,2.69,53,21,32,39.62,60.38,-5.96,7.81,0.03
2022-12-23,SULA11.SA,-1.7,12.9,8.14,54,24,30,44.44,55.56,-5.88,7.92,0.09
2022-12-23,SULA11.SA,-1.8,15.44,8.09,51,23,28,45.1,54.9,-5.75,8.03,0.09
2022-12-23,SULA11.SA,-1.9,26.51,12.22,51,25,26,49.02,50.98,-5.67,8.08,0.14
2022-12-23,SULA11.SA,-2.0,32.76,17.53,52,26,26,50.0,50.0,-5.54,8.19,0.19
2022-12-23,SULA11.SA,-2.1,39.13,20.26,49,25,24,51.02,48.98,-5.46,8.31,0.23
2022-12-23,SULA11.SA,-2.2,21.75,20.46,49,25,24,51.02,48.98,-5.38,8.42,0.23
2022-12-23,SULA11.SA,-2.3,28.21,23.87,48,25,23,52.08,47.92,-5.25,8.53,0.27
2022-12-23,SULA11.SA,-2.4,23.48,17.01,44,23,21,52.27,47.73,-5.17,8.58,0.19
2022-12-23,SULA11.SA,-2.5,29.13,18.64,43,22,21,51.16,48.84,-5.04,8.69,0.21
2022-12-23,SULA11.SA,-2.6,28.36,18.16,41,20,21,48.78,51.22,-4.96,8.8,0.2
2022-12-23,SULA11.SA,-2.7,31.22,19.15,39,19,20,48.72,51.28,-4.87,8.91,0.21
2022-12-23,SULA11.SA,-2.8,19.85,5.15,36,18,18,50.0,50.0,-4.75,4.09,0.06
2022-12-23,SULA11.SA,-2.9,28.19,8.98,37,19,18,51.35,48.65,-4.66,4.17,0.1
2022-12-23,SULA11.SA,-3.0,28.03,9.75,33,17,16,51.52,48.48,-4.58,4.29,0.11
2022-12-23,SULA11.SA,-3.1,22.96,4.17,30,16,14,53.33,46.67,-4.45,4.41,0.05
2022-12-23,SULA11.SA,-3.2,20.12,1.53,28,15,13,53.57,46.43,-4.37,4.48,0.02
2022-12-23,SULA11.SA,-3.3,18.95,4.54,27,15,12,55.56,44.44,-4.24,4.6,0.05
2022-12-23,SULA11.SA,-3.4,13.34,0.9,26,14,12,53.85,46.15,-4.16,3.34,0.01
2022-12-23,SULA11.SA,-3.5,18.95,3.61,26,14,12,53.85,46.15,-4.07,3.42,0.04
2022-12-23,SULA11.SA,-3.6,18.61,4.19,23,14,9,60.87,39.13,-3.95,3.51,0.05
2022-12-23,SULA11.SA,-3.7,16.71,3.49,22,13,9,59.09,40.91,-3.86,3.63,0.04
2022-12-23,SULA11.SA,-3.8,11.45,-1.9,19,10,9,52.63,47.37,-3.78,1.95,-0.02
2022-12-23,SULA11.SA,-3.9,9.48,-1.58,17,9,8,52.94,47.06,-3.65,2.04,-0.02
2022-12-23,SULA11.SA,-4.0,9.37,-0.03,17,10,7,58.82,41.18,-3.57,2.13,-0.0
2023-01-18,SUZB3.SA,-0.5,-44.52,3.02,73,40,33,54.79,45.21,-6.04,3.92,0.03
2023-01-18,SUZB3.SA,-0.6,-39.24,9.07,72,40,32,55.56,44.44,-5.93,4.03,0.1
2023-01-18,SUZB3.SA,-0.7,-31.11,7.74,65,35,30,53.85,46.15,-5.84,4.14,0.09
2023-01-18,SUZB3.SA,-0.8,-20.68,10.1,63,36,27,57.14,42.86,-5.73,3.51,0.11
2023-01-18,SUZB3.SA,-0.9,-25.26,8.09,58,34,24,58.62,41.38,-5.64,3.6,0.09
2023-01-18,SUZB3.SA,-1.0,-21.05,11.35,55,33,22,60.0,40.0,-5.53,3.72,0.13
2023-01-18,SUZB3.SA,-1.1,-18.22,10.45,52,32,20,61.54,38.46,-5.44,3.81,0.12
2023-01-18,SUZB3.SA,-1.2,-13.22,15.63,51,32,19,62.75,37.25,-5.33,3.9,0.17
2023-01-18,SUZB3.SA,-1.3,-7.39,19.53,51,34,17,66.67,33.33,-5.24,4.02,0.22
2023-01-18,SUZB3.SA,-1.4,-3.55,19.62,48,33,15,68.75,31.25,-5.13,4.11,0.22
2023-01-18,SUZB3.SA,-1.5,-7.97,14.95,41,26,15,63.41,36.59,-5.04,3.25,0.17
2023-01-18,SUZB3.SA,-1.6,-11.19,15.12,37,24,13,64.86,35.14,-4.93,3.34,0.17
2023-01-18,SUZB3.SA,-1.7,-7.87,11.94,34,21,13,61.76,38.24,-4.84,3.43,0.13
2023-01-18,SUZB3.SA,-1.8,-6.89,7.44,29,18,11,62.07,37.93,-4.73,3.53,0.08
2023-01-18,SUZB3.SA,-1.9,-0.91,7.56,27,17,10,62.96,37.04,-4.64,3.64,0.08
2023-01-18,SUZB3.SA,-2.0,0.58,7.94,23,14,9,60.87,39.13,-4.53,3.74,0.09
2023-01-18,SUZB3.SA,-2.1,-0.5,4.29,19,11,8,57.89,42.11,-4.44,3.83,0.05
2023-01-18,SUZB3.SA,-2.2,3.17,4.64,19,12,7,63.16,36.84,-4.33,3.94,0.05
2023-01-18,SUZB3.SA,-2.3,3.21,6.58,19,12,7,63.16,36.84,-4.24,4.04,0.07
2023-01-18,SUZB3.SA,-2.4,5.4,6.45,17,10,7,58.82,41.18,-4.13,4.13,0.07
2023-01-18,SUZB3.SA,-2.5,2.66,3.87,16,9,7,56.25,43.75,-4.04,2.78,0.04
2023-01-18,SUZB3.SA,-2.6,5.17,3.85,14,8,6,57.14,42.86,-3.93,2.89,0.04
2023-01-18,SUZB3.SA,-2.7,-3.76,-1.78,10,5,5,50.0,50.0,-3.84,2.47,-0.02
2023-01-18,SUZB3.SA,-2.8,-8.43,-3.33,9,4,5,44.44,55.56,-3.73,1.2,-0.04
2023-01-18,SUZB3.SA,-2.9,-6.81,-2.41,9,4,5,44.44,55.56,-3.64,1.3,-0.03
2023-01-18,SUZB3.SA,-3.0,-7.74,-1.55,9,4,5,44.44,55.56,-3.53,1.4,-0.02
2023-01-18,SUZB3.SA,-3.1,-7.3,-0.66,9,4,5,44.44,55.56,-3.44,1.5,-0.01
2023-01-18,SUZB3.SA,-3.2,-7.43,-2.39,7,2,5,28.57,71.43,-3.33,1.1,-0.03
2023-01-18,SUZB3.SA,-3.3,-5.19,-1.71,6,3,3,50.0,50.0,-3.24,1.2,-0.02
2023-01-18,SUZB3.SA,-3.4,-3.25,-0.96,7,4,3,57.14,42.86,-3.13,1.31,-0.01
2023-01-18,SUZB3.SA,-3.5,-3.99,-1.69,6,4,2,66.67,33.33,-3.04,0.85,-0.02
